Gene1	Gene2	EdgeWeight
CBX2	UGR	1.995216484750844
UGR	CBX2	1.995216484750844
WT1mKTS	GATA4	1.9492986337604596
GATA4	WT1mKTS	1.9492986337604596
WT1pKTS	FOXL2	1.938003670537833
FOXL2	WT1pKTS	1.938003670537833
DMRT1	DKK1	1.9335954353802431
DKK1	DMRT1	1.9335954353802431
RSPO1	CTNNB1	1.9089949324213973
CTNNB1	RSPO1	1.9089949324213973
WNT4	NR0B1	1.8882192265257016
NR0B1	WNT4	1.8882192265257016
RSPO1	WNT4	1.8789677568287493
WNT4	RSPO1	1.8789677568287493
SRY	DKK1	1.875602288384573
DKK1	SRY	1.875602288384573
RSPO1	NR5A1	1.8724345231859432
NR5A1	RSPO1	1.8724345231859432
DMRT1	SRY	1.8693121885948727
SRY	DMRT1	1.8693121885948727
NR5A1	FOXL2	1.8513455612076215
FOXL2	NR5A1	1.8513455612076215
CTNNB1	FOXL2	1.8449245499700708
FOXL2	CTNNB1	1.8449245499700708
NR5A1	WT1pKTS	1.838582763917268
WT1pKTS	NR5A1	1.838582763917268
DHH	PGD2	1.8239274751719488
PGD2	DHH	1.8239274751719488
DHH	AMH	1.822920450830007
AMH	DHH	1.822920450830007
FGF9	DHH	1.8228760925447869
DHH	FGF9	1.8228760925447869
PGD2	AMH	1.8198310657191112
AMH	PGD2	1.8198310657191112
FGF9	PGD2	1.815293685283189
PGD2	FGF9	1.815293685283189
FGF9	AMH	1.8114084241597632
AMH	FGF9	1.8114084241597632
CTNNB1	WNT4	1.8084377503043676
WNT4	CTNNB1	1.8084377503043676
RSPO1	NR0B1	1.786546574581655
NR0B1	RSPO1	1.786546574581655
RSPO1	FOXL2	1.7825687112080844
FOXL2	RSPO1	1.7825687112080844
DKK1	SOX9	1.7531533905500192
SOX9	DKK1	1.7531533905500192
UGR	GATA4	1.7419339340945328
GATA4	UGR	1.7419339340945328
CTNNB1	WT1pKTS	1.7376485886109714
WT1pKTS	CTNNB1	1.7376485886109714
CTNNB1	NR5A1	1.7306188341832225
NR5A1	CTNNB1	1.7306188341832225
WT1mKTS	WT1pKTS	1.7285506189635127
WT1pKTS	WT1mKTS	1.7285506189635127
DMRT1	SOX9	1.719649498908839
SOX9	DMRT1	1.719649498908839
PGD2	SOX9	1.7126836088678898
SOX9	PGD2	1.7126836088678898
DHH	SOX9	1.7110960126211214
SOX9	DHH	1.7110960126211214
FGF9	SOX9	1.7081796634122794
SOX9	FGF9	1.7081796634122794
WT1mKTS	UGR	1.6981356491549933
UGR	WT1mKTS	1.6981356491549933
AMH	SOX9	1.6938752794848686
SOX9	AMH	1.6938752794848686
SRY	WT1pKTS	1.690703735971972
WT1pKTS	SRY	1.690703735971972
WT1mKTS	CBX2	1.659126919672449
CBX2	WT1mKTS	1.659126919672449
RSPO1	WT1pKTS	1.6302552556776773
WT1pKTS	RSPO1	1.6302552556776773
SRY	SOX9	1.5901424055907731
SOX9	SRY	1.5901424055907731
CTNNB1	NR0B1	1.5845593513264364
NR0B1	CTNNB1	1.5845593513264364
NR0B1	NR5A1	1.5830526004089274
NR5A1	NR0B1	1.5830526004089274
CBX2	GATA4	1.5500482533855355
GATA4	CBX2	1.5500482533855355
WT1pKTS	GATA4	1.5211502339404297
GATA4	WT1pKTS	1.5211502339404297
SRY	FOXL2	1.520326567820241
FOXL2	SRY	1.520326567820241
WNT4	FOXL2	1.4937821024595888
FOXL2	WNT4	1.4937821024595888
DMRT1	FGF9	1.4877271284054907
